Team,Date,wins_before_date,losses_before_date,opponent_wins_before_date,opponent_losses_before_date,Opponent,Team_FG_pct,Team_2_pct,Team_3_pct,Team_FT_pct,Team_Points,Opp_FG_pct,Opp_2_pct,Opp_3_pct,Opp_FT_pct,Opp_Points
Campbell,2025-12-11,5,5,0,0,Carolina,.465,.508,.360,.647,100,.339,.436,.118,1.000,43
Dillard,2025-12-11,0,0,4,7,Norfolk St.,.311,.354,.000,.500,54,.595,.673,.368,.500,100
Maryland,2025-12-07,10,0,6,2,Minnesota,.442,.475,.360,.750,100,.364,.340,.400,.775,99
Illinois,2025-11-30,5,1,1,5,Le Moyne,.569,.688,.235,.880,100,.229,.346,.091,1.000,28
Bellarmine,2025-11-30,2,6,6,2,Louisville,.206,.250,.148,.700,37,.514,.625,.382,.733,100
Coppin St.,2025-11-28,1,5,5,1,Oklahoma,.226,.176,.316,.762,46,.500,.593,.292,.789,100
Penn St.,2025-11-22,4,0,3,1,Princeton,.585,.667,.435,.778,93,.547,.545,.550,.905,100
Missouri,2025-11-20,4,1,3,1,Troy,.431,.452,.407,1.000,82,.418,.385,.481,.840,100
Houston Christian,2025-11-18,0,3,0,0,LeTourneau,.542,.705,.286,.700,100,.289,.241,.375,.625,37
Cincinnati,2025-11-16,0,3,0,0,Georgetown (KY),.519,.542,.444,.632,100,.343,.359,.321,.545,61
Ohio St.,2025-11-16,2,0,3,0,UConn,.458,.559,.320,.667,68,.520,.563,.444,.909,100
Drake,2025-11-13,1,1,2,0,Iowa,.361,.412,.296,.500,58,.539,.660,.345,.471,100
Embry–Riddle (AZ),2025-11-11,0,0,0,2,Northern Ariz.,.327,.423,.231,.633,59,.468,.527,.333,.621,100
Florida,2025-11-10,2,0,2,0,Jacksonville,.515,.633,.211,.743,100,.356,.375,.273,.588,55
Louisiana,2025-11-10,0,2,2,0,Texas,.260,.297,.154,.714,38,.591,.673,.286,.643,100
Frostburg St.,2025-11-07,0,1,0,1,Towson,.183,.167,.250,.600,37,.536,.643,.370,.640,100
Canisius,2025-11-04,0,0,0,0,Michigan,.387,.364,.444,.571,40,.519,.590,.278,.619,100
Towson,2025-11-04,0,0,0,0,Virginia Tech,.308,.320,.267,.522,56,.487,.507,.333,.767,100
Kansas St.,2025-11-03,0,0,0,0,Omaha,.548,.732,.313,.714,100,.255,.250,.267,.636,35
McNeese,2025-11-03,0,0,0,0,Pensa. Christian,.440,.446,.429,.778,100,.390,.632,.182,.500,38
Oregon,2025-11-03,0,0,0,0,West Ga.,.489,.635,.278,.800,100,.419,.417,.421,.833,59
College of Biblical Studies,2025-11-03,0,0,0,0,TAMUCC,.208,.242,.133,.889,30,.432,.436,.429,.778,100
Maryland,2026-03-20 NCAA,23,8,31,3,Murray St.,.500,.544,.353,.864,99,.406,.457,.278,1.000,67
Chicago St.,2026-03-09,9,22,19,10,LIU,.443,.491,.267,.647,77,.532,.514,.560,.731,99
Evansville,2026-02-28,7,21,25,3,Murray St.,.517,.556,.400,.800,80,.493,.591,.320,.821,99
Maryland,2026-02-22,21,6,12,14,Purdue,.561,.595,.500,.765,99,.433,.439,.421,.600,66
North Dakota,2026-01-21,4,14,14,5,South Dakota St.,.319,.389,.276,.818,47,.613,.608,.636,.941,99
UConn,2026-01-15,17,0,14,3,Villanova,.549,.647,.300,.714,99,.277,.303,.250,.857,50
Idaho,2026-01-10,11,4,10,4,Montana St.,.339,.395,.211,.870,66,.522,.639,.387,.607,99
Missouri,2026-01-08,12,5,15,0,Vanderbilt,.407,.519,.313,.833,68,.506,.674,.294,.733,99
Dartmouth,2025-12-30,8,4,0,1,St. Joseph's–Brk,.576,.710,.457,.778,99,.222,.200,.263,.857,35
N.C. A&T,2025-12-30,4,6,0,1,Newberry,.554,.605,.455,.739,99,.267,.211,.364,.643,49
Iowa,2025-12-28,10,2,7,5,Penn St.,.500,.604,.261,.680,99,.508,.600,.348,.800,76
Georgia St.,2025-12-07,4,5,5,3,Miami (FL),.286,.417,.188,.421,46,.522,.500,.560,.684,99
Montana St.,2025-12-06,5,2,1,8,North Dakota,.532,.560,.481,.444,99,.435,.533,.250,.684,57
Tennessee,2025-11-30,5,1,7,1,UCLA,.408,.439,.367,.889,77,.585,.583,.588,.650,99
Tennessee St.,2025-11-23,1,4,5,0,Vanderbilt,.268,.343,.143,.667,43,.566,.636,.381,.500,99
Baylor,2025-11-16,3,0,1,1,Le Moyne,.565,.636,.389,.759,99,.304,.385,.233,.500,43
New Haven,2025-11-12,0,2,0,0,Purchase,.543,.636,.200,.625,99,.365,.385,.308,.611,53
New Mexico,2025-11-12,2,1,0,2,New Orleans,.522,.634,.346,.870,99,.415,.412,.421,.765,65
Florida St.,2025-11-09,2,0,1,0,UConn,.381,.375,.387,.778,67,.565,.640,.368,.933,99
Iowa St.,2025-11-09,2,0,0,1,Sacred Heart,.563,.659,.391,.783,99,.306,.394,.125,1.000,34
Manhattan,2025-11-07,0,1,1,0,Minnesota,.300,.341,.000,.500,36,.516,.512,.524,.750,99
VU Lynchburg,2025-11-06,0,0,0,0,Western Caro.,.351,.341,.375,.600,58,.461,.449,.481,.552,99
Idaho St.,2025-11-04,0,0,0,0,Westminster (UT),.593,.581,.625,.633,99,.302,.385,.071,.737,47
Central Baptist,2025-11-03,0,0,0,0,Little Rock,.400,.389,.412,.600,41,.438,.492,.286,.793,99
Eastern Wash.,2025-11-03,0,0,0,0,Nw University,.513,.529,.480,.900,99,.291,.367,.200,.750,43
Syracuse,2026-03-23 NCAA,24,8,35,0,UConn,.328,.435,.056,.400,45,.559,.595,.500,.692,98
Missouri,2026-02-12,16,10,15,6,Tennessee,.296,.387,.174,.810,53,.520,.630,.345,.500,98
LSU,2026-01-22,17,2,8,6,Texas A&M,.493,.588,.273,1.000,98,.333,.370,.296,.625,54
Santa Clara,2026-01-10,14,4,3,15,Washington St.,.430,.462,.400,.824,98,.486,.471,.524,.688,92
Fairfield,2026-01-03,10,3,0,12,Niagara,.549,.667,.429,.455,98,.288,.283,.333,.769,42
Southern Miss.,2026-01-03,9,5,11,2,Troy,.507,.591,.379,.765,98,.416,.463,.343,.643,95
Longwood,2025-12-21,8,4,3,6,UNCW,.513,.563,.429,.667,98,.468,.537,.333,.538,72
Portland,2025-12-21,5,6,4,7,Portland St.,.609,.646,.500,.857,98,.351,.408,.000,.565,53
Central Conn St,2025-12-19,0,10,12,0,Maryland,.190,.220,.136,.750,30,.494,.564,.333,.632,98
Pitt,2025-12-18,6,6,0,9,SFU,.522,.611,.200,.742,98,.254,.326,.120,.583,46
Champion Christian,2025-12-14,0,0,3,5,UT Martin,.274,.289,.250,.500,45,.487,.622,.359,.476,98
Indiana,2025-12-11,8,2,6,3,La.-Monroe,.642,.724,.542,.895,98,.278,.281,.267,.667,54
Oklahoma St.,2025-11-24,5,1,1,3,TAMUCC,.471,.528,.406,.840,98,.412,.533,.316,.611,45
Lehigh,2025-11-23,2,3,6,0,Stanford,.302,.455,.194,1.000,43,.667,.705,.538,1.000,98
Iowa St.,2025-11-16,4,0,2,2,Norfolk St.,.470,.630,.359,.917,98,.298,.295,.308,.778,52
Michigan St.,2025-11-16,3,0,1,2,Western Mich.,.526,.614,.286,.667,98,.309,.289,.353,.500,44
Colby-Sawyer,2025-11-12,0,0,1,1,Dartmouth,.250,.242,.263,.500,33,.578,.600,.542,.917,98
FDU,2025-11-05,0,1,0,0,Notre Dame,.371,.408,.231,.750,52,.544,.549,.529,.750,98
Central Mich.,2025-11-03,0,0,0,0,Ga. Southern,.500,.551,.143,.750,72,.587,.615,.542,.611,98
Dartmouth,2026-02-27,10,14,21,3,Princeton,.378,.414,.313,.727,47,.568,.647,.391,.571,97
Southern Miss.,2026-02-21,14,13,22,5,Troy,.329,.400,.226,.852,80,.471,.500,.381,.529,97
UConn,2026-01-28,21,0,10,10,Xavier,.522,.600,.441,.769,97,.378,.469,.154,.600,39
Fort Wayne,2026-01-24,12,8,10,12,Northern Ky.,.471,.558,.333,.786,97,.368,.432,.308,.852,91
Drake,2026-01-23,5,12,4,14,Evansville,.576,.650,.421,.875,97,.456,.486,.400,.759,82
Maryland,2026-01-18,17,2,16,1,UCLA,.371,.426,.261,.750,67,.625,.659,.565,.444,97
Lafayette,2026-01-10,6,8,8,6,Navy,.429,.471,.333,.917,58,.576,.667,.444,.692,97
Southern Ill.,2026-01-10,3,11,0,16,Valparaiso,.507,.561,.286,.656,97,.362,.487,.105,.600,59
Auburn,2026-01-08,11,5,17,0,Texas,.292,.333,.167,.600,36,.537,.603,.111,.828,97
Penn St.,2025-12-31,7,6,12,1,UCLA,.436,.556,.211,.692,61,.529,.540,.500,.800,97
Salem Int'l,2025-12-31,0,1,9,4,Youngstown St.,.119,.154,.050,.455,20,.591,.714,.375,.769,97
Chattanooga,2025-12-30,7,5,0,0,S Wesleyan,.540,.524,.571,.708,97,.278,.417,.167,.688,46
Charleston So.,2025-12-29,2,10,13,0,Georgia,.360,.292,.423,.556,52,.569,.592,.522,.750,97
Dillard,2025-12-29,0,1,0,11,Louisiana,.367,.396,.143,.786,56,.487,.527,.381,.789,97
Maryland,2025-12-29,13,0,9,3,Wisconsin,.484,.622,.296,.818,97,.303,.395,.179,.824,59
Chicago St.,2025-12-28,1,11,9,4,Clemson,.340,.386,.111,.438,44,.600,.600,.600,.588,97
Grambling,2025-12-22,2,10,0,1,LeTourneau,.556,.648,.278,.429,97,.235,.281,.158,.545,33
Michigan,2025-12-21,9,1,3,8,Oakland,.500,.615,.269,.667,97,.400,.472,.214,.846,54
Central Baptist,2025-12-20,0,2,6,4,Louisiana Tech,.180,.269,.083,1.000,24,.500,.609,.292,.800,97
Duke,2025-12-18,4,6,10,2,South Dakota St.,.494,.577,.345,.700,97,.407,.500,.188,.700,54
Drake,2025-12-17,1,8,4,4,Indiana St.,.507,.609,.320,.630,97,.333,.405,.242,.760,77
La Sierra,2025-12-16,0,0,6,3,Utah Valley,.442,.517,.286,1.000,48,.447,.459,.417,.733,97
Carolina,2025-12-14,0,1,4,4,Queens (NC),.232,.222,.241,.667,37,.514,.523,.500,.400,97
Morehead St.,2025-12-11,4,5,6,2,Notre Dame,.315,.407,.222,.571,48,.473,.478,.464,.778,97
Arkansas St.,2025-12-09,7,3,0,0,Southern Ark.,.447,.513,.378,.625,97,.281,.244,.375,1.000,46
Mercyhurst,2025-12-05,0,7,6,2,West Virginia,.413,.500,.300,.875,51,.524,.625,.348,.767,97
Navy,2025-12-04,5,2,5,5,Radford,.444,.467,.407,.643,84,.449,.479,.400,.938,97
Cleveland St.,2025-11-12,2,0,0,0,Pitt.-Johnstown,.569,.609,.417,.765,97,.167,.192,.136,.556,24
Iowa St.,2025-11-12,3,0,0,2,Valparaiso,.534,.614,.250,.652,97,.290,.289,.294,.600,50
Arkansas St.,2025-11-11,1,1,2,0,Missouri,.364,.306,.433,.737,75,.561,.596,.474,.875,97
East Tenn. St.,2025-11-07,0,1,0,1,Tennessee,.280,.324,.188,.696,47,.457,.625,.316,.778,97
East Texas A&M,2025-11-05,1,0,1,0,Oklahoma St.,.434,.436,.429,.636,59,.477,.543,.400,.676,97
Mass.-Boston,2025-11-04,0,0,0,0,Merrimack,.305,.362,.083,.750,46,.500,.632,.344,.615,97
Friends (KS),2025-11-03,0,0,0,0,Oral Roberts,.419,.438,.357,.571,65,.500,.547,.333,.774,97
Cal Baptist,2026-03-21 NCAA,23,10,31,1,UCLA,.250,.294,.200,.417,43,.500,.545,.333,.840,96
Iowa,2026-03-08,26,5,30,1,UCLA,.279,.316,.217,.750,45,.635,.730,.500,.600,96
Charleston So.,2026-02-25,8,19,18,9,Longwood,.387,.432,.320,.500,69,.466,.500,.414,.696,96
DePaul,2026-02-14,6,20,16,8,Seton Hall,.353,.364,.333,.500,74,.644,.643,.647,.818,96
Tennessee,2026-02-01,14,4,22,0,UConn,.381,.438,.323,.667,66,.585,.628,.500,.818,96
Boise St.,2026-01-31,16,5,3,18,San Jose St.,.480,.468,.500,.714,96,.327,.360,.300,.810,62
James Madison,2026-01-29,14,8,2,18,Louisiana,.597,.765,.393,.786,96,.268,.289,.182,.684,45
Georgia St.,2026-01-24,9,11,15,4,Troy,.348,.432,.250,.650,69,.500,.549,.368,.655,96
Purdue,2026-01-21,10,8,17,1,UCLA,.333,.485,.125,.778,48,.537,.511,.591,.846,96
Central Ark.,2026-01-15,9,7,10,5,Jacksonville,.397,.400,.395,.618,86,.439,.439,.438,.813,96
Eastern Mich.,2026-01-07,7,5,8,4,Ohio,.486,.523,.423,.667,87,.541,.625,.448,.630,96
Ohio,2025-12-28,5,4,0,1,Wilbeforce,.395,.474,.316,.750,96,.368,.347,.421,.462,64
Providence,2025-12-28,8,5,12,1,South Carolina,.349,.413,.176,.571,55,.529,.615,.414,.632,96
Texas Southern,2025-12-20,3,7,11,0,Vanderbilt,.263,.367,.148,.923,46,.478,.538,.439,.824,96
Kentucky,2025-12-19,11,1,5,8,Wright St.,.446,.514,.385,.833,96,.333,.333,.333,.800,53
NW St.,2025-12-17,5,4,12,0,Texas,.333,.385,.250,.600,38,.565,.569,.545,.800,96
Coastal Georgia,2025-12-16,0,1,4,5,North Florida,.405,.476,.313,.750,82,.494,.593,.250,.500,96
Defiance,2025-12-05,0,0,4,3,Eastern Mich.,.300,.323,.263,.643,44,.432,.500,.310,.810,96
Cal Poly,2025-12-04,2,4,2,5,Cal St Fullerton,.392,.485,.222,.909,64,.485,.520,.389,.852,96
Oregon,2025-12-03,9,0,5,3,Oregon St.,.679,.652,.800,.600,96,.481,.529,.400,.650,73
Columbia Intl,2025-12-02,0,0,3,4,UNCG,.164,.200,.063,1.000,25,.527,.638,.333,.692,96
Albany (NY),2025-11-26,4,2,0,0,Rensselaer,.627,.771,.263,.700,96,.327,.345,.300,.833,43
Montreat,2025-11-25,0,0,2,5,USC Upstate,.190,.182,.200,.438,37,.452,.429,.500,.720,96
Canisius,2025-11-23,0,6,1,4,Cincinnati,.423,.488,.182,.478,57,.561,.652,.350,.682,96
Arkansas,2025-11-20,4,1,1,2,Little Rock,.544,.571,.474,.650,96,.311,.341,.267,.375,57
Arl Baptist,2025-11-20,0,1,2,1,Texas Southern,.208,.219,.188,.600,32,.532,.672,.105,.667,96
Cal St Stanislaus,2025-11-20,0,1,2,2,Utah St.,.309,.357,.154,.500,41,.450,.449,.452,.909,96
Louisville,2025-11-19,3,1,1,2,Morehead St.,.541,.657,.385,.870,96,.353,.458,.259,.353,49
Murray St.,2025-11-15,1,1,1,3,Saint Louis,.343,.405,.240,.880,96,.461,.483,.375,.857,88
Michigan St.,2025-11-12,2,0,2,0,Youngstown St.,.544,.581,.480,.556,96,.468,.515,.357,.429,52
Canisius,2025-11-11,0,2,2,0,Syracuse,.522,.531,.500,.773,72,.536,.567,.333,.731,96
Furman,2025-11-10,1,1,1,0,Vanderbilt,.333,.333,.333,.500,48,.561,.659,.400,.545,96
Grambling,2025-11-04,0,0,0,0,SMU,.338,.393,.208,.733,70,.500,.543,.435,.757,96
Florida,2025-11-03,0,0,0,0,North Florida,.538,.682,.238,.750,96,.434,.472,.353,.714,62
Missouri Baptist,2025-11-03,0,0,0,0,SIU Edwardsville,.346,.389,.250,.636,47,.507,.543,.435,.762,96
Lincoln (MO),2025-11-03,0,0,0,0,Wichita St.,.224,.300,.172,.577,42,.571,.651,.400,.571,96
North Dakota,2026-02-28,7,22,25,3,North Dakota St.,.393,.433,.346,.850,70,.492,.511,.429,.829,95
Presbyterian,2026-02-25,3,24,18,11,Radford,.400,.452,.125,.765,54,.600,.690,.389,.842,95
Ill.-Chicago,2026-02-19,11,14,8,17,Indiana St.,.576,.600,.500,.833,95,.466,.488,.412,.760,80
Oral Roberts,2026-02-19,13,12,20,6,South Dakota St.,.484,.455,.550,.741,93,.576,.655,.182,.810,95
Alabama A&M,2026-02-14,15,9,4,18,MVSU,.447,.481,.364,.704,95,.267,.289,.227,.750,55
Austin Peay,2026-02-14,14,9,15,9,West Ga.,.527,.667,.318,.818,74,.660,.704,.609,.750,95
Murray St.,2026-02-13,20,3,0,24,Valparaiso,.474,.532,.379,.632,95,.435,.511,.292,.667,69
Cal,2026-02-08,14,10,8,16,Pitt,.559,.559,.560,.833,95,.448,.412,.563,.846,80
Duke,2026-02-08,17,6,8,15,SMU,.520,.633,.308,.643,95,.228,.233,.214,.636,36
Detroit Mercy,2026-02-01,4,17,14,8,Fort Wayne,.410,.477,.235,.667,66,.571,.643,.500,.773,95
Louisiana,2026-01-31,2,19,17,6,Marshall,.373,.429,.100,.818,54,.443,.552,.366,.720,95
Indiana,2026-01-29,11,10,17,3,Michigan,.511,.615,.381,.688,67,.515,.538,.438,.643,95
Denver,2026-01-29,9,11,18,2,North Dakota St.,.432,.406,.500,.688,55,.617,.634,.579,.625,95
Duke,2026-01-24,13,6,8,13,Pitt,.551,.596,.412,.800,95,.281,.364,.000,.900,41
Idaho,2026-01-17,12,5,6,12,Weber St.,.452,.481,.368,.759,95,.433,.500,.300,.720,76
NC State,2026-01-15,12,5,12,6,Wake Forest,.515,.615,.379,.824,95,.517,.543,.480,1.000,77
Creighton,2026-01-11,7,9,16,0,UConn,.311,.444,.120,.765,54,.581,.694,.423,.857,95
Drake,2026-01-11,4,10,13,2,Murray St.,.317,.319,.313,.786,67,.500,.615,.320,.821,95
Miss. St.,2026-01-04,14,1,13,1,Oklahoma,.200,.289,.040,.857,47,.494,.581,.176,.667,95
North Dakota,2026-01-03,3,11,7,7,Oral Roberts,.439,.515,.333,.692,67,.478,.466,.545,.852,95
Ga Tech,2026-01-01,5,9,10,2,Notre Dame,.530,.667,.238,.833,95,.473,.466,.500,.632,90
Bethune-Cookman,2025-12-30,2,10,7,3,Jacksonville,.291,.243,.389,.667,53,.485,.537,.250,.875,95
Saint Mary (NE),2025-12-30,0,1,9,4,South Dakota,.258,.214,.350,.375,42,.494,.574,.367,.667,95
Huston-Tilotson,2025-12-29,0,1,5,6,Texas St.,.200,.171,.250,.600,33,.543,.620,.350,.571,95
Ohio St.,2025-12-22,10,1,3,6,Western Mich.,.553,.685,.227,.545,95,.273,.278,.267,.300,47
Chestnut Hill,2025-12-16,0,1,6,3,Drexel,.197,.300,.111,.667,38,.585,.680,.267,.750,95
Northern Ariz.,2025-12-15,1,9,0,1,Park (AZ),.474,.519,.375,.609,95,.303,.424,.182,1.000,53
Penn St.,2025-12-14,6,3,9,1,South Carolina,.315,.383,.192,.400,55,.507,.596,.286,.536,95
New Orleans,2025-12-14,0,8,3,5,Tulane,.404,.450,.294,.645,71,.524,.611,.407,.750,95
TCU,2025-12-06,9,0,7,0,UTEP,.516,.559,.467,.652,95,.242,.306,.059,.778,40
Columbia,2025-11-27,3,2,4,3,Kansas St.,.522,.578,.409,.722,92,.540,.459,.654,.769,95
Hofstra,2025-11-27,1,3,8,0,Maryland,.326,.385,.235,.750,38,.582,.657,.450,.688,95
Fisk,2025-11-25,0,2,3,1,Southern Ind.,.171,.263,.063,.385,18,.500,.525,.421,.636,95
Akron,2025-11-20,0,4,2,2,Binghamton,.469,.579,.308,.591,94,.395,.469,.281,.786,95
Bethune-Cookman,2025-11-20,1,3,5,0,Maryland,.333,.343,.316,.700,49,.587,.674,.353,.682,95
James Madison,2025-11-19,3,2,4,0,Texas,.333,.361,.278,.750,56,.549,.574,.400,.684,95
Oklahoma,2025-11-16,3,1,2,1,Western Caro.,.507,.558,.381,.765,95,.213,.200,.227,.636,32
Montana,2025-11-15,1,2,3,0,South Dakota St.,.413,.417,.410,.600,71,.561,.711,.357,.611,95
Ball St.,2025-11-12,2,0,0,2,Northern Ky.,.493,.524,.444,.652,95,.403,.526,.208,.529,64
Cal St San Marcos,2025-11-08,0,1,0,1,San Diego St.,.255,.308,.190,.700,35,.523,.657,.367,.727,95
MVSU,2025-11-06,0,0,1,0,Troy,.318,.348,.250,.375,50,.408,.429,.364,.763,95
Portland,2025-11-04,0,0,0,0,Willamette,.642,.736,.286,.833,95,.309,.303,.318,.500,43
Eastern Ky.,2025-11-03,0,0,0,0,Transylvania,.569,.615,.500,.800,95,.264,.345,.167,.692,41
Oklahoma,2026-03-28 NCAA,26,7,33,3,South Carolina,.394,.435,.300,.667,68,.507,.453,.714,.842,94
Arkansas,2026-03-04,12,19,21,9,Kentucky,.364,.474,.214,1.000,64,.486,.600,.333,.727,94
Bellarmine,2026-03-03,2,29,15,14,Fla. Gulf Coast,.244,.318,.174,1.000,28,.521,.700,.303,.571,94
Ole Miss,2026-02-17,20,6,16,7,Tennessee,.508,.560,.273,.806,94,.435,.444,.417,.733,81
SMU,2026-02-12,8,16,20,5,UNC,.231,.270,.133,.800,42,.576,.650,.462,.857,94
North Dakota,2026-02-12,7,18,18,6,South Dakota St.,.345,.448,.231,.400,48,.540,.595,.429,.654,94
Creighton,2026-02-11,12,12,25,0,UConn,.226,.167,.263,1.000,44,.571,.595,.538,.800,94
Michigan,2026-02-01,18,3,19,2,Michigan St.,.571,.659,.409,.520,94,.508,.519,.462,.704,91
Idaho,2026-01-31,16,5,7,15,Northern Ariz.,.493,.547,.350,.833,94,.406,.413,.389,.857,71
Ga Tech,2026-01-29,9,12,16,4,Syracuse,.436,.444,.400,.818,70,.529,.500,.667,.824,94
San Diego St.,2026-01-24,14,3,3,17,San Jose St.,.458,.452,.467,.875,94,.383,.333,.417,.714,66
Michigan,2026-01-22,15,3,9,9,Rutgers,.525,.548,.474,.677,94,.460,.552,.333,.636,60
Oklahoma,2026-01-22,14,4,19,1,South Carolina,.481,.517,.391,.700,94,.370,.417,.238,.739,82
Oregon,2026-01-18,14,5,11,7,Wisconsin,.463,.568,.333,.769,92,.394,.324,.459,.778,94
Florida,2026-01-15,12,7,16,2,Kentucky,.571,.639,.450,.842,89,.548,.710,.387,.737,94
Arkansas,2026-01-15,11,8,12,7,Missouri,.338,.359,.308,.850,69,.571,.679,.464,.680,94
North Dakota St.,2026-01-10,14,2,2,16,Omaha,.429,.422,.440,.719,94,.271,.302,.188,1.000,39
Temple,2026-01-09,7,7,10,4,Tulsa,.400,.390,.417,.741,82,.589,.513,.765,.789,94
Boston College,2026-01-08,4,13,10,4,Notre Dame,.404,.450,.294,.563,60,.654,.643,.700,.864,94
Livingstone,2026-01-03,0,2,9,5,UNCG,.258,.283,.111,.667,39,.434,.439,.429,.867,94
Iona,2026-01-03,8,6,5,7,Siena,.381,.436,.276,.800,80,.515,.636,.292,.773,94
Santa Clara,2025-12-30,11,3,4,8,Seattle,.472,.564,.364,.667,94,.438,.489,.316,.750,65
North Dakota St.,2025-12-29,10,2,0,0,St. Mary's (MN),.597,.705,.333,.824,94,.271,.282,.222,.800,36
Notre Dame,2025-12-29,9,2,7,7,Pitt,.487,.519,.417,.833,94,.343,.357,.273,.833,59
Northwestern,2025-12-29,6,6,10,2,Washington,.500,.558,.308,.684,73,.485,.531,.444,.632,94
Butler,2025-12-28,7,6,12,0,UConn,.306,.286,.333,.769,47,.591,.698,.391,.636,94
Akron,2025-12-21,2,9,1,10,Le Moyne,.588,.643,.522,.759,94,.472,.536,.400,.800,68
Bryant,2025-12-19,8,3,0,1,Georgian Court,.457,.467,.440,.760,94,.156,.206,.000,.667,26
Simmons (KY),2025-12-17,0,0,3,8,UNCA,.209,.216,.200,.714,39,.486,.524,.429,.667,94
Central Conn St,2025-12-15,0,8,1,7,Siena,.353,.415,.100,.633,56,.386,.439,.333,.696,94
Northern Ky.,2025-12-11,3,8,7,1,Ohio St.,.449,.577,.304,.611,62,.434,.547,.174,.889,94
Long Beach State,2025-12-11,0,8,4,5,Portland,.357,.333,.455,.684,58,.432,.474,.333,.889,94
Louisville,2025-12-07,7,3,3,6,New Hampshire,.493,.543,.400,.667,94,.291,.355,.208,.667,43
Tarleton St.,2025-12-07,4,4,0,0,Texas A&M–San Antonio,.500,.547,.353,.750,94,.353,.283,.500,.700,73
Portland St.,2025-11-30,2,4,3,4,UC San Diego,.291,.324,.222,.718,64,.500,.521,.458,.846,94
Georgetown,2025-11-26,4,2,4,2,Towson,.537,.512,.583,.571,94,.417,.444,.381,.792,67
Anderson (IN),2025-11-26,0,0,2,4,IU Indy,.345,.381,.250,.737,58,.439,.500,.308,.700,94
South Carolina St.,2025-11-24,2,4,3,1,UCF,.294,.360,.111,.875,49,.538,.568,.467,.795,94
UNC,2025-11-23,4,1,2,3,UNCG,.661,.692,.600,.800,94,.300,.286,.318,.846,48
Longwood,2025-11-20,4,1,3,1,Virginia,.327,.378,.167,.929,47,.522,.556,.458,.688,94
Montana St.,2025-11-18,3,0,2,1,UNLV,.418,.435,.394,.556,94,.435,.476,.370,.647,81
South Fla.,2025-11-15,2,1,4,0,UCLA,.368,.385,.333,.813,61,.610,.714,.353,.889,94
IU Southeast,2025-11-13,0,0,2,1,Miami (OH),.256,.316,.208,.765,40,.565,.600,.471,.762,94
Ole Miss,2025-11-12,2,0,0,2,Southern U.,.532,.667,.304,.750,94,.320,.318,.333,.526,44
Idaho,2025-11-09,1,1,0,0,Walla Walla,.494,.509,.458,.778,94,.273,.333,.214,.750,39
Chattanooga,2025-11-06,1,0,1,0,Florida,.333,.320,.353,.621,52,.522,.591,.391,.577,94
Bradley,2025-11-04,0,0,0,0,Judson,.531,.677,.394,.650,94,.250,.333,.067,.800,33
Grand Canyon,2025-11-03,0,0,0,0,South Carolina,.274,.357,.206,.765,54,.596,.658,.474,.680,94
George Mason,2025-11-03,0,0,0,0,Temple,.346,.367,.313,.864,85,.463,.558,.292,.781,94
BYU,2026-03-23,23,11,17,16,Missouri,.514,.611,.412,.875,93,.371,.417,.324,.800,75
Iowa St.,2026-03-01,21,8,15,15,Kansas St.,.525,.634,.300,.958,93,.371,.400,.343,.833,79
NC State,2026-03-01,19,9,8,22,Pitt,.500,.490,.526,.929,93,.283,.304,.214,1.000,43
Indiana,2026-02-28,16,13,11,17,Penn St.,.525,.639,.360,.952,93,.328,.415,.192,.833,59
Nebraska,2026-02-28,17,11,9,19,Rutgers,.493,.590,.357,.739,93,.404,.462,.333,.636,52
Incarnate Word,2026-02-26,13,13,20,8,Stephen F. Austin,.439,.553,.286,.417,71,.557,.595,.500,.929,93
Norfolk St.,2026-02-21,13,12,5,20,South Carolina St.,.459,.468,.444,.722,93,.304,.268,.400,.800,52
Arkansas,2026-02-19,11,16,24,3,Texas,.378,.419,.286,.750,62,.494,.569,.357,.556,93
Kansas St.,2026-02-18,14,13,10,15,UCF,.587,.605,.550,.727,93,.458,.500,.333,.667,67
Baylor,2026-02-15,21,5,10,14,UCF,.593,.634,.500,.667,93,.409,.467,.286,.600,63
South Dakota St.,2026-02-14,19,6,7,18,UMKC,.596,.594,.600,.769,93,.302,.295,.333,.417,40
Stephen F. Austin,2026-02-12,16,8,4,18,TAMUCC,.589,.710,.440,.640,93,.277,.310,.217,.667,51
Eastern Ill.,2026-02-10,4,21,19,4,Western Ill.,.283,.205,.429,.545,49,.551,.617,.409,.615,93
South Carolina,2026-02-08,23,2,15,5,Tennessee,.692,.738,.500,.800,93,.277,.381,.227,.800,50
Bowling Green,2026-02-07,11,11,11,13,Coastal Caro.,.589,.706,.409,.643,93,.429,.533,.308,.788,82
Boston College,2026-02-05,4,20,18,4,Syracuse,.362,.406,.308,1.000,59,.514,.553,.435,.733,93
Arkansas,2026-02-01,11,11,17,5,Kentucky,.407,.424,.385,.714,73,.485,.543,.364,.633,93
North Dakota St.,2026-01-31,19,2,12,9,Oral Roberts,.565,.578,.529,.700,93,.458,.463,.400,.727,72
Eastern Wash.,2026-01-29,10,10,7,14,Northern Ariz.,.478,.615,.286,.913,93,.492,.462,.550,.857,87
Santa Clara,2026-01-22,16,5,5,13,Seattle,.443,.524,.351,.714,93,.338,.408,.158,.909,59
